timestep,rel_error
1,1.0
500,0.20010774962651035
1000,0.21591757821104934
1500,0.28616477880673363
2000,0.3043258444666849
2500,0.2754165622647766
3500,0.23218204742438533
4000,0.23894282286479776
4500,0.23639409453220528
5000,0.15516386425701129
5500,0.09676075773394521
6000,0.15723823105665571
6500,0.17409808888309147
7000,0.04015377009167335
7500,0.16478777617688187
8000,0.10655262576235475
8500,0.060189027929494
9000,0.1482275593903216
9500,0.056412173039676446
10000,0.08285825240866737
