timestep,rel_error
1,1.000000e+00
500,9.244449e-01
1000,8.505003e-01
1500,7.831826e-01
2000,7.207667e-01
2500,6.697151e-01
3000,6.242359e-01
3500,5.848835e-01
4000,5.454314e-01
4500,5.068766e-01
5000,4.712734e-01
5500,4.374032e-01
6000,4.090965e-01
6500,3.850994e-01
7000,3.649873e-01
7500,3.452491e-01
8000,3.265693e-01
8500,0.3089138386576647
9000,0.2933282078666732
9500,0.2774695540837286
10000,2.629990e-01
